Participant,uppercase value,maps to body part concept,maps to preservation type concept,in language,with n (Occurrences) =,,,,,,,,,,,,,,,,notes
Lesley Kennes,R. D. DROKER 1026,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 1029,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 1038,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 1131,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 1167,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 1191,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 1210,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 1224,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 1230,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 1238,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 130,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 1371,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 1398,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 1400,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 143,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 179,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 266,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 308,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 313,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 400,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 426,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 432,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 462,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 493,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 556,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 561,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 617,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 622,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 640,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 643,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 745,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 768,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 840,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 918,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 926,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. D. DROKER 943,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. E. TUCKER,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R. S. SINGH BW07,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R.D. DROKER 211,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,R.D. DROKER 226,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"REPRODUCTIVE ORGANS IN FORMALIN (SKIN VOUCHER AT MUSEUM VICTORIA, MELBOURNE); TISSUE FROZEN",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,RIGHT WING,,,,3,,,,,,,,,,,,,,,,
Lesley Kennes,RNP 009,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,RNP 053,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,RNP 071,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,RNP 091,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,RNP 122,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,RNP 128,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"ROUND SKIN, PART, SKEL, WING - 1",,,,6,,,,,,,,,,,,,,,,
Lesley Kennes,ROUND/WING/EGG,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,S. D. THORP 01,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,S. D. THORP 22,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,S. G. JEWETT 13436,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,S.G. JEWETT 10195,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,S.G. JEWETT 9710,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,S.I.BAUER & G.D.ALCORN,blank,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKEL, TISSUE, FEATHERS",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKEL; Y; |SKIN; Y; PARTIAL; |TISSUE; U;,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKEL; Y; |SKIN; Y; SHMOO; NO BONES IN RIGHT WING-ONE PRIMARY IN ENVELOPE. |SYRINX; Y; |TISSUE; Y; M, H, L;",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKEL; Y; |SOUND; Y; #8B:308-460; |TISSUE; Y;,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKEL; Y; |SYRINX; Y; |TISSUE; Y; |WINGS_TAIL; Y; WING;,,,,5,,,,,,,,,,,,,,,,
Lesley Kennes,SKEL; Y; |SYRINX; Y; DAMAGED; |WINGS_TAIL; Y;,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKEL; Y; |TISSUE; Y; H;,,,,4,,,,,,,,,,,,,,,,
Lesley Kennes,SKEL; Y; |TISSUE; Y; M; |WINGS_TAIL; Y; SPREAD TAIL;,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKEL; Y; BODY SKEL; |SKIN; Y; |SYRINX; Y; |TISSUE; Y; M, H;",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKEL; Y; BODY SKEL; |SKIN; Y; |TISSUE; Y; M, H;",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKEL; Y; BODY; |SKIN; Y;,,,,6,,,,,,,,,,,,,,,,
Lesley Kennes,"SKEL; Y; FEMUR, PARTIAL HUMERUS ONLY; |SKIN; Y; |TISSUE; Y; M, H;",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKEL; Y; PARTIAL SKEL- BODY; |SKIN; Y;,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKEL; Y; PARTIAL SKEL; |SKIN; Y; |SYRINX; Y; |TISSUE; Y;,,,,5,,,,,,,,,,,,,,,,
Lesley Kennes,SKEL; Y; PARTIAL SKEL; |SKIN; Y; |TISSUE; N;,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKEL; Y; PARTIAL SKELETON-TRUNK, FEMUR; |SKIN; Y; |THIN SECTION; Y; FEMUR; |TISSUE; Y; M, H;",,,,9,,,,,,,,,,,,,,,,
Lesley Kennes,SKEL; Y; PARTIAL SKELETON; |WINGS_TAIL; Y; PRIMARIES; 12 FEATHERS PLUS WING BONES,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKEL; Y; SKELETONIZED FROM ALCOHOLIC,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKEL; Y; SKULL, MANDIBLE, SOME VERTEBRAE;",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON - ; BODY SKELETON + SKULL - COMPLETE,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON - ; INCOMPLETE (SKULL ONLY),,,,4,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON - ; ODD BONES,,,,4,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON - ; SKELETON (VERY BROKEN),,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON - ; SKULL STERNUM,,,,9,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON - ; TWO SKULLS ONE COMPLETE SKELETON,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON (DRY); SKELETON (DRY) SAMPLE,,,,57,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON (DRY); TISSUE (FROZEN: VAPOR PHASE NITROGEN); TISSUE (FROZEN: -80°C) SAMPLE; SKELETON (DRY) SAMPLE,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON (DRY); TISSUE (FROZEN); TISSUE (FROZEN); STOMACH CONTENT (FROZEN); TISSUE (FROZEN); TISSUE (FROZEN),,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKELETON (INCOMPLETE); TISSUE FROZEN (SKIN DEPOSITED IN COLECCION BOLIVIANA DE FAUNA, LA PAZ)",,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON (MOSTLY COMPLETE SKELETON) (MOSTLY COMPLETE SKELETON),,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKELETON (PARTIAL SKELETON), TISSUE, SKIN (PARTIAL SKELETON) (PARTIAL SKELETON), SKIN, TISSUE",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKELETON (SKULL AND LEGS BROKEN); TISSUE, FROZEN",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON PART(S) | FEMUR (CAST) | NO TREATMENT,,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON PARTIAL; &,,,,29,,,,,,,,,,,,,,,,
Lesley Kennes,"SKELETON, DISARTICULATED (COMPLETE)  | NO TREATMENT",SKELETON,,,13,,,,,,,,,,,,,,,,
Lesley Kennes,"SKELETON, DISARTICULATED | POSTCRANIAL | NO TREATMENT",SKELETON_PARTIAL,,,78,,,,,,,,,,,,,,,,
Lesley Kennes,"SKELETON, INCOMPLETE",SKELETON_PARTIAL,X,,1186,,,,,,,,,,,,,,,,
Lesley Kennes,"SKELETON, POSTCRANIAL; SKIN, STUDY; MUSCLE (FROZEN); LIVER (FROZEN); KIDNEY (FROZEN)",,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,"SKELETON, TISSUE (100% ETHANOL), SKIN (SPREAD WING)",,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,"SKELETON, TISSUE, LIVER, MUSCLE",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON; COMPLETE; JUVENILE ?: &,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKELETON; HEART, KIDNEY, LIVER (FROZEN); KIDNEY (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKELETON; LIVER (FROZEN); WING, FLAT (DRY); MUSCLE (FROZEN); HEART, KIDNEY (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKELETON; MUSCLE (FROZEN); HEART, KIDNEY (FROZEN)",,,,3,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON; SKULL; VERTEBRA; CERVICAL; N,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON; SPREAD WING; STUDY SKIN,,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON; TISSUE (FROZEN); TISSUE (FROZEN); SPREAD WING,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON; TISSUE FROZEN; PART (FACIAL SKIN),,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKELETON; WING (DRY); LIVER (FROZEN); HEART, KIDNEY (FROZEN); MUSCLE (FROZEN); FEATHER",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON: MOUNTED,,,,87,,,,,,,,,,,,,,,,
Lesley Kennes,SKELETON: WHOLE; ALCOHOLIC: PARTIAL,,,,286,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN - ; (L. WING),,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN - ; HEAD ONLY,,,,10,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN - ; SKIN AND SEPARATE SPREAD WING,SKIN | WING,ROUND | x,,18,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN (DRY); PARTIAL SKELETON (DRY),,,,31,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN (DRY); RNA (FROZEN: -80°C); TISSUE (FROZEN: VAPOR PHASE NITROGEN); TISSUE (ETHANOL) SAMPLE,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN (DRY); STOMACH CONTENT (95% ETHANOL); TISSUE (FROZEN: VAPOR PHASE NITROGEN),,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN (DRY); TISSUE (FROZEN: VAPOR PHASE NITROGEN); TISSUE (FROZEN: VAPOR PHASE NITROGEN); TISSUE (FROZEN: VAPOR PHASE NITROGEN); TISSUE (95% ETHANOL) SAMPLE,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN (DRY); TISSUE (RNALATER); TISSUE (GLYCEROL); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (GLYCEROL); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER) SAMPLE; TISSUE (RNALATER) SAMPLE; TISSUE (RNALATER) SAMPLE; TISSUE (RNALATER) SAMPLE; TISSUE (RNALATER) SAMPLE; TISSUE (RNALATER) SAMPLE,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN (FOOT) | ONE WING,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN (SPREAD WING) (SPREAD WING), TISSUE, SKELETON, SKELETON, TISSUE (SPREAD WING)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN (SPREAD WING), TISSUE, SKELETON, SKELETON (SPREAD WING) (SPREAD WING), TISSUE",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN (WING ONLY) (WING ONLY), SKELETON, TISSUE",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN (WINGS ONLY) (WINGS ONLY), SKIN SAMPLE, SKIN SAMPLE (WINGS ONLY)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN MOUNT,,,,3,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN STUDY; PARASITES; TISSUE; TOEPAD; FEATHER,,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN WING; TISSUE; SKIN STUDY; TOEPAD; FEATHER,,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, MOUNTED (FLYING POSITION, NO BASE.)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, MOUNTED (ID BY KZ: ""CF. SUBARCTICUS"")",,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, MOUNTED (PERCHED, FEET BROKEN, HEAD LOOSE)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, MOUNTED (PERCHED, TAIL OFF)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, MOUNTED (SITTING GREBE)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, MOUNTED (STANDING, ONE LEG MISSING)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, MOUNTED (STANDING, SUMMER PLUMAGE)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, ROUND (12 RECTRICES)",,,,3,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, ROUND (ECHANGED TO USNM IN 1963)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, ROUND (EXCHANGED TO CARNEGIE MUSEUM, IN 1961)",,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, ROUND (EXCHANGED WITH PARIS MUSEUM IN 1953)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, ROUND (EXHANGED TO UMMZ IN 1969)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, ROUND (OBTAINED IN MARKET IN NEW HAVEN, CONNECTICUT ON 18 JAN 1879)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, ROUND (TISSUE AT MECN); WING",,,,23,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, ROUND; 70% ALC. (PARTIAL); TISSUE, FROZEN",,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, SKELETON (PARTIAL SKELETON), TISSUE (DMSO/EDTA BUFFER), TISSUE (DMSO/EDTA BUFFER), SKELETON (PARTIAL SKELETON)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, STUDY; MUSCLE (FROZEN); HEART, KIDNEY, LIVER (FROZEN); SKELETON, PARTIAL",,,,3,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, STUDY; SKELETON, POSTCRANIAL; HEART (FROZEN); LIVER (FROZEN)",,,,24,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, STUDY; TISSUE (FLASH-FROZEN); BLOOD (FLASH-FROZEN)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, STUDY; TISSUE (RNALATER); BLOOD (LYSIS BUFFER); TISSUE (RNALATER); TISSUE (RNALATER); BLOOD (SLIDE SMEAR)",,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN, STUDY; WING, SPREAD (DRY); HEART, LIVER, MUSCLE (FROZEN); SKELETON; ECTOPARASITE (95% ETHANOL)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN;,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; BLOOD (FLASH-FROZEN); HEART, LIVER, MUSCLE (FROZEN); LUNG (FROZEN); BLOOD (SLIDE SMEAR); PANCREAS (FROZEN); MUSCLE (RNALATER)",,,,3,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; BLOOD (FLASH-FROZEN); MUSCLE (RNALATER); HEART, LIVER, MUSCLE (FROZEN); LUNG (FROZEN); BLOOD (SLIDE SMEAR); LUNG (FROZEN) SAMPLE; HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; BLOOD (FROZEN); HEART, LIVER, MUSCLE (FROZEN); BLOOD (SLIDE SMEAR); TISSUE (RNALATER); BLOOD (FLASH-FROZEN); SKELETON, PARTIAL; HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; BLOOD (SLIDE SMEAR); HEART, LIVER, MUSCLE (FROZEN); BLOOD (FROZEN); TISSUE (RNALATER); HEART (FROZEN); HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; BLOOD (SLIDE SMEAR); HEART, LIVER, MUSCLE (FROZEN); HEART (FROZEN); MUSCLE (RNALATER); BLOOD (FLASH-FROZEN); HEART (FROZEN) SAMPLE",,,,3,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; BLOOD (SLIDE SMEAR); HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); BLOOD (FLASH-FROZEN); LUNG (FROZEN); PANCREAS (FROZEN); TISSUE (RNALATER)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; BLOOD (SLIDE SMEAR); HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); BLOOD (FLASH-FROZEN); PANCREAS (FROZEN); LIVER, MUSCLE (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; BLOOD (SLIDE SMEAR); HEART, LIVER, MUSCLE (FROZEN); TISSUE (RNALATER); BLOOD (FROZEN); MUSCLE (FROZEN); ECTOPARASITE (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; EXCH; ; EXCH TO C.A. CAMPOS SEABRA, BRAZIL, 19 JULY 1968",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN; EXCH; |TISSUE; Y; M;,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN; EXCH; EXCH TO ABINGTON SCHOOL DISTRICT ABINGTON PA SEPT. 18-1934,,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN; EXCH; EXCH TO ACAD NAT SCI PHILADELPHIA. 22 MAY 1957. [ATT: JAMES BOND],,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN; EXCH; EXCH TO ACAD. NAT. SCI. PHILA.  DEC. 1937.,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN; EXCH; EXCH TO AMSTERDAM MUSEUM-HOLLAND,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; EXCH; EXCH TO BRITISH MUSEUM, 27 APR 1962",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; EXCH; EXCH TO CHARLES ROGERS, PRINCETON, NJ, 18 AUG 1953",,,,6,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; EXCH; EXCH TO J P LUDWIG, MACKINAC COLLEGE, FEB. 7, 1969",,,,4,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; EXCH; EXCH TO JAMES M. HARRISON SEVENOAKS, ENGLAND 1947",,,,26,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; EXCH; EXCH TO N CAR ST MUS, 1989.",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN; EXCH; EXCH TO RUSSEL A. SMITH 1929,,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; EXCH; EXCH TO USNM, MAY 10, 1977",,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; EXCH; EXCH. TO ARTHUR T. WAYNE, NOV 1917",,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN; FLAT SKIN,SKIN,FLAT,,123,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; HEART (FROZEN); HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); MUSCLE (RNALATER); BLOOD (SLIDE SMEAR); LIVER (FROZEN); BLOOD (FLASH-FROZEN)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; HEART, LIVER, MUSCLE (FROZEN); BLOOD (SLIDE SMEAR)",,,,34,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; HEART, LIVER, MUSCLE (FROZEN); EYE (FROZEN)",,,,6,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; HEART, LIVER, MUSCLE (FROZEN); EYE (FROZEN); BLOOD (SLIDE SMEAR); MUSCLE (RNALATER); BLOOD (FLASH-FROZEN)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; HEART, LIVER, MUSCLE (FROZEN); LUNG (FROZEN); SKELETON, PARTIAL; STOMACH CONTENT",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); BLOOD (SLIDE SMEAR); SKELETON, PARTIAL; BLOOD (FLASH-FROZEN); BLOOD (FLASH-FROZEN)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); LUNG (FROZEN); HEART, LIVER, MUSCLE (FROZEN); BLOOD (FLASH-FROZEN)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; HEART, LIVER, MUSCLE (FROZEN); SKELETON; STOMACH CONTENT (95% ETHANOL)",,,,41,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; HEART, LIVER, MUSCLE (FROZEN); TISSUE (RNALATER); BLOOD (FROZEN); HEART (FROZEN); LUNG (FROZEN); HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; HEART, LIVER, MUSCLE (FROZEN); TISSUE (RNALATER); BLOOD (FROZEN); LUNG (FROZEN); DNA EXTRACTION; HEART (FROZEN); BLOOD (FLASH-FROZEN)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; HEART, LIVER, MUSCLE (FROZEN); TISSUE (RNALATER); BLOOD (FROZEN); MUSCLE (RNALATER)",,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,SKIN; MUSCLE (ETHANOL); MUSCLE (ETHANOL); ECTOPARASITE (ETHANOL),,,,7,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; MUSCLE (FROZEN); BRAIN (FROZEN); HEART, LIVER, MUSCLE (FROZEN); LIVER, MUSCLE (FROZEN); HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,2,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; MUSCLE (RNALATER); MUSCLE (RNALATER); HEART, LIVER, MUSCLE (FROZEN); HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; MUSCLE (RNALATER); MUSCLE (RNALATER); HEART, LIVER, MUSCLE (FROZEN); LUNG (FROZEN); BLOOD (SLIDE SMEAR); HEART; BLOOD (FLASH-FROZEN); SKELETON, PARTIAL",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; SKELETON, PARTIAL; BLOOD (SLIDE SMEAR); HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); BLOOD (FLASH-FROZEN); ECTOPARASITE (FROZEN); ECTOPARASITE (FROZEN)",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; SKELETON, PARTIAL; BLOOD (SLIDE SMEAR); HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); BLOOD (FLASH-FROZEN); LIVER, MUSCLE (FROZEN); HEART, LIVER, MUSCLE (FROZEN) SAMPLE; HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; SKELETON, PARTIAL; BLOOD (SLIDE SMEAR); HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); BLOOD (FLASH-FROZEN); LUNG (FROZEN); MUSCLE (FROZEN); HEART (FROZEN)",,,,3,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; SKELETON, PARTIAL; BLOOD (SLIDE SMEAR); MUSCLE (RNALATER); HEART, LIVER, MUSCLE (FROZEN); ECTOPARASITE (FROZEN); HEART, LIVER, MUSCLE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; SKELETON, PARTIAL; HEART, LIVER, MUSCLE (FROZEN); MUSCLE (RNALATER); EYE (FROZEN)",,,,15,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; SKELETON, PARTIAL; MUSCLE (FROZEN); STOMACH CONTENT (95% ETHANOL); BLOOD (SLIDE SMEAR); ENDOPARASITE (95% ETHANOL); MUSCLE (FROZEN) SAMPLE",,,,1,,,,,,,,,,,,,,,,
Lesley Kennes,"SKIN; SKELETON; HEART, LIVER, MUSCLE (FROZEN); STOMACH CONTENT (95% ETHANOL); ECTOPARASITE (95% ETHANOL)",,,,2,,,,,,,,,,,,,,,,
